,SEM-I,SEM-II,SEM-III,SEM-IV,SEM-V,SEM-VI,SEM-VII,SEM-VIII
3425,8.78,8.95,9.48,9.88,9.74,8.04,7.55,8.71
3426,6.56,5.72,9.26,8.79,8.74,8.00,6.32,8.0
3427,8.72,9.90,9.87,9.75,9.65,8.70,9.32,9.14
3428,8.33,9.60,10.00,10.00,9.91,9.62,8.36,9.43
3429,7.17,9.20,9.09,9.62,9.48,8.17,8.50,8.0
3430,7.17,7.65,10.00,9.88,9.48,7.91,8.18,8.71
3431,6.22,6.25,9.70,9.62,9.48,7.74,7.95,8.38
3432,6.50,7.95,9.52,9.17,9.52,7.83,7.77,8.43
3433,6.50,8.50,9.48,9.88,10.00,8.96,7.55,8.0
3434,7.22,8.33,9.87,9.83,9.83,8.13,8.27,8.38
3435,6.50,7.75,9.48,9.29,8.83,7.91,8.09,8.71
3436,7.72,9.60,10.00,10.00,10.00,8.93,8.09,9.0
3437,8.94,7.95,9.43,9.75,9.52,7.74,8.00,8.19
3438,7.94,9.25,9.22,9.88,10.00,8.43,7.82,8.57
3441,8.56,9.50,9.87,9.98,9.87,8.14,7.41,8.86
3442,7.78,9.80,9.74,10.00,10.00,8.70,8.23,9.0
3443,6.53,6.78,8.96,9.54,9.61,9.96,8.64,8.86
3444,6.63,6.96,9.35,8.88,7.74,7.22,6.55,7.57
3445,6.42,7.45,10.00,9.88,9.87,9.09,8.77,8.86
3446,8.89,9.85,9.87,10.00,9.78,9.87,8.64,8.43
3447,7.08,8.50,9.87,9.96,9.74,9.09,8.91,9.0
3448,7.56,8.40,9.35,9.58,8.78,8.22,8.23,7.81
3449,6.67,7.50,9.87,9.71,9.78,8.43,8.32,8.62
3450,8.44,9.40,9.87,9.75,9.61,9.48,8.64,9.14
3451,8.50,9.60,10.00,9.85,9.70,9.97,9.45,9.14
3452,9.06,9.90,9.96,9.29,9.83,8.43,9.32,8.71
3453,8.72,9.90,10.00,10.00,10.00,9.97,9.59,9.14
3455,8.06,7.50,9.43,8.75,8.26,7.52,6.73,8.1
3456,7.72,9.80,9.87,10.00,9.78,9.87,9.45,9.29
3457,6.17,7.33,9.87,9.71,9.43,8.04,7.55,8.0
3458,7.44,8.70,9.61,10.00,9.74,7.36,7.27,8.0
3459,7.19,8.48,10.00,9.88,9.74,9.87,8.77,8.71
3460,7.39,8.58,10.00,9.79,9.48,8.30,7.82,8.38
3462,7.17,8.03,9.26,9.50,8.57,8.04,7.14,8.43
3463,7.56,8.33,9.74,9.88,9.39,8.43,7.82,8.43
3464,9.00,9.80,9.74,9.50,9.87,9.09,9.45,8.86
3465,8.06,8.90,9.74,9.88,9.70,9.00,9.73,9.29
3466,6.50,8.70,9.74,9.88,9.83,8.43,7.82,8.05
3467,7.00,8.25,9.74,9.75,9.35,8.04,7.95,8.14
3468,8.33,9.80,9.87,9.75,9.87,8.87,9.05,8.71
3469,7.11,8.75,9.74,9.88,9.74,9.22,8.64,8.71
3470,8.17,9.15,9.74,9.75,9.61,8.43,7.77,8.57
3471,8.00,10.00,10.00,10.00,9.91,8.93,9.18,8.86
3472,7.94,7.68,9.57,9.62,9.39,7.57,7.68,8.57
3474,7.78,8.45,9.74,9.75,9.70,8.83,7.95,8.86
3475,8.11,8.60,9.74,9.88,9.70,8.83,8.45,9.0
3476,7.52,8.44,9.74,9.83,9.22,7.30,7.64,8.57
3477,6.44,8.25,9.83,9.50,9.61,7.74,8.09,9.0
3478,6.97,6.88,7.78,7.25,7.74,6.65,6.77,7.62
3479,7.69,9.15,9.43,9.54,9.22,8.39,8.09,8.43
3480,7.50,8.80,10.00,9.83,9.65,7.70,8.36,9.14
3481,7.11,7.10,8.57,8.54,8.91,8.17,7.95,8.43
3482,7.83,9.28,9.52,9.13,9.61,8.04,8.77,9.0
3483,6.81,7.88,9.00,8.67,8.74,7.13,7.73,8.0
3484,7.19,8.00,9.30,9.38,9.43,8.00,8.23,7.71
3485,6.42,7.80,8.57,7.63,8.22,6.78,6.55,6.76
3486,7.25,8.00,8.78,8.54,9.17,7.57,7.09,8.9
3487,6.53,6.85,7.65,8.04,7.26,6.26,6.27,6.95
3488,8.19,9.15,9.43,10.00,9.87,8.78,8.23,9.29
3489,7.08,7.68,8.30,7.92,9.04,7.57,8.23,8.81
3490,7.78,8.38,8.83,7.79,8.22,7.70,7.59,8.05
3491,7.50,8.65,9.09,9.38,9.26,8.57,8.77,8.14
3492,8.44,9.70,9.87,9.88,9.61,8.43,8.09,8.57
3494,5.64,7.38,7.87,8.25,7.96,7.00,6.86,7.29
3495,8.28,9.38,9.74,9.63,9.74,8.26,8.64,8.57
3496,8.58,9.60,9.61,8.83,8.43,7.26,7.41,8.14
3497,9.17,10.00,9.74,10.00,9.48,9.61,9.45,9.57
3498,6.67,9.30,9.61,9.67,9.74,8.30,8.09,8.14
3499,6.67,7.83,8.52,9.38,9.35,8.17,7.55,7.71
3501,5.83,6.81,7.96,8.42,8.48,6.52,6.41,6.14
3502,7.28,7.48,8.87,9.04,9.26,6.70,7.23,7.62
3503,7.53,9.65,9.70,9.67,9.74,8.57,8.36,8.14
3504,7.25,8.75,9.48,9.04,9.22,7.13,6.86,8.14
3505,7.03,8.20,8.35,9.21,8.96,7.91,7.82,8.86
3506,7.94,9.50,9.74,9.75,9.61,7.78,7.82,8.43
3507,7.78,8.50,9.09,8.58,7.96,7.30,7.41,7.71
3508,7.78,9.40,9.87,9.88,9.48,8.09,8.36,8.43
3510,7.06,8.83,8.70,7.96,9.13,7.43,8.05,8.38
3512,7.89,8.90,9.48,9.08,9.48,7.35,7.95,7.86
3513,6.69,8.00,9.17,9.33,9.00,7.78,8.50,8.0
3514,7.61,8.25,9.61,9.75,9.22,7.74,8.36,9.14
3515,7.83,8.50,9.96,9.71,9.59,8.22,7.95,8.0
3517,5.94,5.80,5.96,6.74,7.30,7.96,7.91,8.38
3518,7.28,8.88,8.48,8.08,7.65,6.48,6.86,7.95
3519,8.94,9.18,9.74,9.75,9.87,9.04,8.77,8.0
3521,6.69,7.65,8.57,8.17,9.30,7.48,7.95,7.95
3522,5.35,6.44,7.91,8.12,8.13,7.17,6.27,7.05
3523,6.22,7.43,9.83,9.46,9.43,8.39,8.23,8.43
3524,7.00,8.35,9.61,9.63,9.40,7.78,7.82,8.0
3525,8.72,9.70,9.74,9.88,9.74,9.35,9.32,9.0
3526,7.39,8.68,9.17,8.21,8.09,6.43,6.55,6.52
3528,8.25,8.95,8.87,8.50,8.26,6.17,6.05,7.81
3529,7.58,8.55,9.39,9.79,9.48,8.22,8.09,8.71
3530,6.28,8.20,9.26,9.25,8.70,8.17,8.09,7.86
3531,7.47,8.55,9.13,8.67,8.96,8.39,8.05,7.57
3532,8.47,9.05,9.04,9.25,9.26,8.91,8.18,8.43
3533,7.19,8.40,7.09,9.67,9.09,7.65,8.77,8.57
3534,7.44,7.75,8.17,10.00,8.70,7.61,8.09,7.86
3535,6.11,7.26,7.30,9.12,9.17,6.83,7.27,7.29
3536,6.19,6.55,7.30,9.00,8.35,5.26,5.68,6.38
3537,6.36,7.13,8.22,9.71,8.96,6.83,7.36,7.86
3538,6.61,7.05,8.39,9.83,9.74,8.09,8.23,8.71
3539,7.94,8.58,7.04,9.12,8.87,7.75,8.64,8.71
3540,6.83,6.37,8.13,9.96,9.83,7.88,7.82,8.71
3541,7.00,7.52,6.83,9.38,9.74,7.43,8.50,9.29
3542,7.14,8.00,8.61,9.88,8.48,6.52,7.27,7.86
3543,7.81,7.53,7.17,9.58,9.22,7.13,7.68,8.86
3545,6.61,6.95,6.35,6.92,8.13,6.65,5.64,7.33
3546,7.72,9.25,8.35,8.00,9.30,8.83,8.23,8.24
3547,7.56,8.10,7.26,8.29,8.87,8.17,8.36,8.76
3548,7.61,9.08,8.78,8.38,8.30,6.70,6.73,8.43
3549,7.61,8.70,7.87,8.46,8.61,7.30,7.18,8.24
3550,8.28,8.78,8.26,9.04,8.78,7.96,7.82,8.86
3551,7.56,9.33,8.70,8.88,9.26,7.87,8.50,9.43
3552,6.89,8.08,8.48,9.21,9.22,7.30,7.82,9.0
3553,7.78,8.60,9.35,9.62,9.57,7.83,7.55,8.86
3554,7.72,8.75,7.09,8.38,7.61,7.57,7.27,8.43
3556,7.61,8.60,8.26,8.54,9.04,7.48,7.68,8.71
3557,6.61,7.78,7.61,8.29,8.52,7.22,7.64,8.67
3558,7.78,8.70,8.83,9.71,9.22,7.83,7.82,8.86
3559,8.17,9.43,8.96,9.58,9.61,7.91,8.50,8.86
3560,7.56,7.90,7.78,9.33,8.00,7.52,7.55,7.86
3561,6.50,7.35,8.91,9.96,9.09,8.30,8.23,8.62
3562,5.69,7.43,9.61,9.33,9.00,7.35,6.86,8.38
3564,7.44,8.95,9.57,9.33,8.78,8.57,8.23,8.57
3565,7.31,7.53,8.74,9.62,9.13,8.78,8.36,9.24
3566,7.04,5.30,8.74,8.67,8.57,8.04,7.68,8.86
3567,8.67,9.25,9.74,9.92,9.52,8.48,8.23,8.29
3568,5.81,6.38,7.83,8.38,8.13,7.13,7.68,8.14
3569,7.33,8.60,9.65,9.75,9.09,9.39,9.05,9.71
3570,7.14,7.90,9.26,9.54,9.22,8.04,8.64,8.57
3571,7.56,7.80,9.61,9.83,9.22,8.57,8.91,9.43
3572,7.53,6.55,9.43,8.83,8.09,6.52,7.18,7.9
3574,5.74,6.17,7.78,8.75,7.91,6.91,7.27,8.0
3575,6.06,5.15,9.61,9.71,9.26,6.70,7.86,8.33
3576,6.00,6.63,9.30,9.79,8.87,8.17,8.91,8.95
3577,6.61,7.48,9.48,9.67,8.65,8.17,7.82,8.62
3578,7.36,7.40,9.52,9.85,8.61,8.26,8.09,8.57
3579,6.92,8.33,9.61,9.92,9.39,8.30,7.68,9.29
3580,8.11,8.35,9.87,9.88,9.39,8.74,8.64,9.86
3581,7.83,8.00,7.61,8.79,8.48,7.91,7.95,8.9
3582,7.08,8.60,10.00,10.00,9.65,9.53,9.05,9.43
3583,6.94,7.20,9.43,9.54,8.91,9.35,8.82,8.67
3584,8.28,8.90,9.87,10.00,9.74,9.74,9.86,9.14
3585,9.22,9.05,10.00,9.71,9.65,9.87,8.77,9.33
3586,7.92,8.75,9.78,9.75,9.39,9.61,8.77,9.0
3587,6.64,7.93,8.83,8.54,8.13,6.52,7.00,7.48
3588,7.83,6.24,9.52,9.75,8.87,6.70,7.82,8.24
3589,7.00,7.63,9.61,10.00,9.65,8.43,8.23,9.0
3590,6.19,6.95,8.57,9.71,9.17,7.48,7.14,8.19
3591,6.03,6.20,8.26,8.21,7.78,7.26,6.77,7.95
3592,6.72,7.40,8.91,9.42,8.83,8.61,7.95,8.57
3593,7.08,7.63,9.26,9.12,8.57,7.43,7.27,8.29
3594,6.69,6.93,9.09,8.92,8.48,7.83,8.14,7.62
3595,7.17,7.30,9.83,9.79,9.09,8.30,7.95,8.71
3596,6.67,7.78,8.65,8.92,8.13,8.26,8.14,8.52
3597,7.92,8.25,9.74,9.88,9.39,9.43,8.36,9.14
3598,4.75,6.23,9.00,8.38,6.96,7.00,7.50,8.29
3599,7.17,7.50,9.87,9.79,9.35,8.83,9.05,9.43
3600,6.30,6.94,9.48,9.21,9.09,8.00,7.73,8.67
3601,6.67,6.43,8.87,9.21,9.09,8.17,8.09,8.33
3602,6.83,7.10,9.13,9.62,9.17,8.17,8.77,8.76
3603,8.89,8.75,9.87,9.54,9.13,8.17,8.23,8.9
3604,6.78,6.48,8.35,8.17,8.52,6.96,8.09,9.43
3605,7.50,7.13,8.83,8.71,8.74,7.26,8.09,8.33
3607,5.61,4.80,6.65,9.21,8.87,8.17,7.95,9.71
3608,6.64,7.80,9.00,9.71,8.87,8.70,8.64,8.43
3609,6.67,6.98,8.43,8.96,8.65,7.57,7.68,8.0
3610,8.11,8.60,9.87,9.92,9.43,9.70,9.05,9.86
3611,9.28,9.95,10.00,10.00,9.48,9.74,9.45,9.71
3612,6.58,6.93,9.09,9.50,8.48,8.39,8.23,8.86
3613,7.78,8.70,10.00,9.75,9.09,9.35,9.32,9.48
3614,7.50,8.50,9.83,9.75,9.13,9.26,8.09,9.71
3615,6.17,6.60,9.87,9.72,8.96,8.70,8.32,9.43
3616,6.94,7.15,9.87,9.88,9.30,9.48,8.73,9.71
3617,8.56,7.33,8.17,7.75,7.17,6.39,5.73,6.62
3618,7.22,7.95,9.35,9.88,8.91,8.48,8.09,9.57
3619,7.06,7.43,8.48,9.12,8.13,8.57,8.09,8.71
3620,6.72,7.45,9.39,9.48,8.96,9.09,8.09,9.05
3621,7.92,8.15,9.87,9.62,8.83,7.91,7.45,8.14
3622,7.75,8.05,9.70,9.38,9.00,8.70,8.64,9.0
3623,6.44,7.75,9.30,9.54,8.91,7.65,7.36,7.86
3624,5.78,5.72,8.22,8.79,8.78,7.26,8.64,9.57
3626,6.94,7.88,9.43,9.88,9.09,9.35,8.36,9.43
3627,6.85,6.52,9.74,9.54,9.13,8.91,8.09,9.0
3628,7.03,7.88,9.22,9.38,8.52,8.30,8.45,8.38
3629,5.75,7.25,9.78,9.93,8.87,7.61,8.09,8.86
3630,6.78,7.30,9.48,9.83,8.61,7.43,7.55,8.05
3631,7.83,9.40,9.70,9.83,9.09,9.04,9.45,9.81
3632,6.00,7.10,9.78,9.88,9.96,8.52,8.50,9.38
3633,6.19,6.45,8.61,9.42,8.83,7.00,7.55,8.24
3634,8.06,8.85,9.87,9.79,9.39,8.70,8.77,9.38
3635,6.72,7.10,9.61,9.75,9.09,7.96,7.55,8.62
3636,7.22,7.85,9.57,10.00,8.78,8.09,7.55,8.71
3637,7.72,8.30,9.61,9.67,8.83,9.00,8.50,9.38
3638,7.67,8.75,10.00,9.75,9.00,8.65,8.09,8.57
3639,7.67,8.00,10.00,9.71,8.83,8.13,8.36,8.33
3640,6.33,7.75,9.87,9.88,9.65,9.26,9.32,0.0
3641,6.81,8.08,9.70,9.96,9.09,8.26,8.09,9.0
3642,5.04,6.67,8.91,9.88,8.87,7.22,7.09,7.9
3643,7.11,8.43,9.52,9.81,6.17,8.70,7.45,8.52
3644,7.72,8.35,9.65,9.83,8.87,8.04,8.09,8.43
3645,6.97,7.78,9.17,9.75,9.22,8.74,8.09,9.76
3646,8.11,7.83,9.39,9.50,9.17,9.30,8.59,9.19
3647,6.56,7.73,9.52,9.46,8.61,8.78,8.23,8.48
3648,6.54,7.63,8.91,9.25,8.65,7.91,8.23,9.0
3649,7.28,8.00,9.74,9.85,8.70,8.79,7.82,9.43
3650,8.00,9.35,10.00,10.00,9.57,9.74,9.18,9.14
3651,5.86,7.40,7.96,9.71,8.96,8.43,7.55,8.33
3652,8.61,8.38,9.74,9.75,8.87,9.57,8.91,9.29
3653,6.61,7.55,9.17,8.67,8.09,8.70,8.36,8.86
3654,6.56,7.65,9.52,10.00,8.61,8.52,8.91,8.9
3655,7.36,7.05,9.48,9.81,8.61,6.48,7.82,7.76
3656,8.39,8.55,8.96,9.75,8.39,8.48,8.23,8.67
3657,6.06,7.30,9.43,9.54,8.74,8.09,7.95,8.38
3658,6.44,8.00,9.74,9.50,8.91,8.57,8.23,9.24
3659,7.78,9.30,9.22,9.75,8.87,8.70,7.55,8.14
3660,5.94,7.10,9.48,9.54,7.74,7.96,8.23,8.1
3661,6.94,7.03,9.30,9.50,8.26,7.96,7.82,8.29
3662,7.24,7.30,8.30,9.42,8.39,6.57,7.82,8.19
3663,6.86,7.13,9.87,9.38,9.09,8.26,8.64,9.43
3664,7.11,6.68,9.30,9.54,9.17,7.13,7.00,8.1
3665,6.75,7.53,9.35,9.13,9.26,8.48,8.41,8.33
3666,7.15,7.43,8.00,8.08,8.13,6.83,7.23,7.86
3667,7.11,7.20,9.87,9.79,9.74,9.35,8.50,8.43
3668,6.53,8.10,9.61,9.75,9.13,9.48,7.95,8.62
3669,6.47,7.45,9.78,9.88,9.13,8.35,8.41,8.48
3670,6.31,7.23,8.78,9.48,8.74,7.83,8.36,9.0
3671,6.83,7.55,9.87,9.75,9.39,9.09,8.23,9.29
3672,6.67,7.95,9.74,9.88,9.35,8.70,7.95,9.0
3673,7.03,7.88,8.39,9.33,8.39,8.61,8.09,7.86
3674,6.81,7.95,9.17,9.71,8.78,8.74,7.95,9.05
3675,7.31,6.88,8.57,9.42,8.35,7.09,7.00,7.48
3676,6.47,6.73,9.30,9.54,8.83,7.70,7.95,8.43
3677,8.00,9.05,9.74,9.88,9.43,10.00,9.05,9.86
3678,7.72,8.15,9.52,9.00,9.61,9.09,8.77,8.86
3679,6.89,7.40,9.61,9.88,9.78,7.52,7.68,8.43
3680,8.50,9.15,8.70,8.12,7.78,9.09,8.64,9.0
3681,7.86,7.85,9.43,9.88,9.57,9.13,9.05,9.52
3682,6.94,8.20,9.91,9.75,9.26,9.22,8.91,9.86
3683,8.06,8.90,9.91,10.00,9.09,10.00,9.05,9.57
3684,7.17,8.30,9.13,9.29,8.87,7.74,7.68,9.0
3685,7.11,8.30,9.26,9.33,8.43,7.17,6.77,7.43
3686,5.83,7.11,8.30,8.54,8.91,6.61,8.23,7.57
3687,7.50,8.20,8.96,9.25,9.35,7.96,8.09,8.14
3688,9.22,8.03,8.65,8.62,8.91,7.35,8.50,8.38
3689,7.56,9.00,9.30,9.13,8.78,6.39,6.95,7.38
3690,8.50,9.05,9.22,8.58,9.26,7.26,8.05,8.33
3691,6.94,8.05,9.43,9.38,9.52,8.04,8.23,8.43
3692,7.00,8.70,8.70,8.71,8.78,7.48,7.95,7.62
3693,6.44,8.35,9.48,9.08,9.35,7.78,7.36,8.33
3694,8.00,9.45,9.35,9.17,9.09,6.96,7.68,7.57
3695,6.89,7.90,7.96,8.75,9.04,6.87,7.64,8.29
3696,6.36,8.03,9.52,8.75,8.96,6.83,6.59,7.76
3697,6.44,7.33,8.87,8.79,8.74,7.48,7.64,8.24
3699,5.78,7.57,8.00,8.00,8.17,5.52,7.23,8.19
3700,7.72,9.30,8.35,7.88,8.74,7.35,7.55,7.52
3701,8.14,7.30,8.91,8.88,8.87,6.04,8.23,8.33
3703,6.94,8.15,8.52,8.63,8.74,7.70,9.00,8.71
3705,8.00,9.60,9.52,9.33,9.13,9.04,8.50,9.24
3706,6.47,7.50,8.52,8.71,8.43,6.43,7.36,7.52
3708,5.44,7.06,8.87,8.92,8.74,7.30,7.41,7.71
3709,8.08,7.83,8.39,8.58,8.48,6.65,6.95,7.76
3710,7.17,9.45,9.39,9.29,9.04,9.35,9.18,9.76
3713,7.17,8.35,9.57,8.71,8.83,7.43,7.91,7.71
3714,7.94,9.10,9.61,9.00,8.78,7.57,8.64,8.1
3715,6.89,9.05,9.70,9.17,9.04,7.57,6.82,8.43
3716,7.22,8.50,9.04,9.42,8.70,7.48,7.95,8.0
3717,6.89,7.50,8.22,8.71,9.22,7.65,7.09,7.57
3718,6.53,7.95,9.43,8.88,9.22,6.48,7.45,7.24
3720,8.11,8.60,8.74,9.17,9.26,7.74,8.23,8.14
3722,7.89,8.70,8.91,8.38,8.87,7.65,7.91,8.14
3723,7.83,9.50,9.61,9.25,9.35,8.39,8.23,8.43
3724,7.25,7.75,9.35,9.21,8.13,7.09,7.14,7.24
3725,7.11,8.05,8.78,9.25,9.00,7.00,7.91,7.33
3727,6.78,8.60,8.83,8.71,9.00,8.00,9.18,8.57
3729,7.50,8.03,9.48,9.04,9.04,7.83,7.77,8.71
3730,7.22,8.90,7.78,9.08,8.70,7.52,7.00,7.81
3731,7.22,8.90,9.04,9.04,9.17,7.74,7.86,8.48
3732,7.31,7.13,8.39,8.50,7.78,6.52,6.68,7.14
3733,7.44,8.95,9.61,8.92,9.26,7.87,7.68,7.9
3734,7.17,8.35,9.04,8.96,9.13,8.09,8.23,8.71
3735,6.94,6.93,8.04,9.25,8.30,6.87,6.77,6.86
3737,7.56,8.90,9.17,9.46,8.87,8.35,9.05,9.81
3738,7.47,8.15,9.00,9.17,8.74,7.91,8.05,9.0
3739,9.33,9.85,9.61,9.33,9.09,9.00,9.23,9.29
3740,8.28,8.85,9.13,8.83,8.74,8.39,7.41,9.0
3741,8.94,7.43,8.87,9.00,8.48,6.43,6.91,7.24
3742,6.94,8.30,9.00,8.71,8.78,8.09,7.45,8.14
3743,8.11,9.70,6.74,7.67,6.00,6.09,6.82,8.05
3744,8.44,10.00,7.52,9.08,7.96,7.13,8.55,9.86
3745,7.94,9.38,6.96,8.38,6.98,6.35,8.82,9.43
3746,8.00,9.80,6.91,7.04,6.00,6.13,6.45,7.95
3747,7.44,8.78,9.74,9.50,9.27,7.65,7.77,8.43
3748,7.67,8.95,9.13,9.62,9.00,7.52,7.05,8.1
3749,7.28,8.60,9.39,9.75,9.36,8.22,8.09,9.1
3750,7.33,8.95,9.39,9.75,9.27,7.43,8.86,8.1
3751,7.56,9.00,9.87,9.88,9.59,9.00,8.27,9.57
3752,6.69,8.65,9.74,9.75,9.45,8.52,7.55,8.71
3753,7.67,7.60,8.91,8.92,8.50,7.52,6.82,8.24
3754,7.06,8.60,9.52,9.21,8.82,7.87,7.68,8.24
3755,6.50,7.55,8.61,9.67,9.00,7.87,7.77,8.05
3756,5.93,6.57,7.70,8.88,8.45,8.30,7.86,8.57
3758,8.28,9.70,9.87,9.88,9.59,9.65,8.64,9.86
3759,9.17,9.60,9.74,9.88,9.73,8.96,8.27,8.71
3760,7.33,8.78,9.57,9.62,9.05,8.00,7.82,8.14
3761,6.50,7.63,8.23,8.04,7.27,6.52,6.73,7.95
3762,6.53,7.30,8.87,9.38,8.77,7.70,7.32,9.14
3763,8.78,7.40,8.09,7.88,6.55,6.30,6.59,7.71
3764,7.50,8.55,9.57,8.54,8.36,7.13,7.45,8.38
3765,6.94,7.65,7.96,8.17,7.91,7.70,7.55,8.81
3766,7.61,8.40,9.57,9.62,8.95,8.78,7.86,8.95
3767,6.75,7.93,9.17,8.38,8.23,7.78,6.77,7.76
3768,8.78,8.75,9.48,8.54,8.41,9.04,7.09,8.62
3769,5.54,6.93,7.61,7.46,8.09,6.26,6.95,7.38
3770,7.89,9.40,9.35,9.08,9.14,7.96,7.50,8.14
3771,8.67,9.20,9.35,9.62,9.32,7.65,7.77,8.33
3772,8.11,9.05,8.91,9.71,9.18,8.83,8.50,9.43
3774,7.83,9.20,8.96,9.08,9.23,7.35,6.73,7.52
3775,8.61,9.10,9.87,9.50,9.59,8.96,8.18,8.71
3776,6.75,7.38,9.48,9.25,8.19,7.61,7.27,7.9
3777,8.83,9.60,9.74,9.62,9.73,8.96,8.14,8.43
3778,6.78,7.60,8.74,8.00,8.09,6.57,6.14,6.95
3779,7.44,8.85,8.96,9.38,9.05,8.43,8.32,8.71
3780,8.00,8.10,9.09,9.12,8.45,7.87,7.00,7.43
3781,7.67,9.20,9.48,9.13,9.32,8.09,7.36,8.86
3782,7.06,8.70,8.83,9.67,8.73,9.04,8.50,8.57
3783,6.31,7.05,8.70,9.42,9.14,7.43,7.36,8.29
3784,5.75,7.50,9.22,9.58,8.91,7.65,7.23,9.0
3785,8.06,9.00,9.78,9.83,9.73,8.70,8.64,8.76
3786,7.83,9.40,9.39,9.75,8.59,7.96,7.50,9.14
3787,8.17,9.20,9.74,9.88,9.73,9.61,8.32,9.29
3788,8.39,8.65,6.65,7.21,6.59,7.22,7.41,8.29
3789,5.74,6.69,7.39,9.17,7.50,7.09,7.45,7.86
3790,7.22,8.90,9.48,8.58,8.68,8.26,8.18,8.62
3791,7.00,8.18,8.30,8.08,8.18,7.48,6.95,8.95
3792,8.31,6.98,8.83,7.17,7.68,6.83,6.50,7.52
3794,7.11,8.58,9.04,9.58,9.50,7.74,7.14,7.57
3795,9.06,10.00,9.74,9.88,9.35,9.22,8.23,9.71
3796,7.69,8.30,9.48,9.79,8.39,7.35,7.68,8.19
3798,9.06,10.00,9.87,10.00,9.35,9.09,8.50,9.14
3799,6.83,8.38,9.22,9.88,9.09,8.17,7.09,8.1
3800,6.67,7.80,9.52,9.63,9.09,7.65,7.14,7.95
3801,5.93,6.78,7.70,9.08,8.52,7.09,7.32,8.57
3802,7.03,8.80,9.35,9.88,9.22,7.65,7.95,8.57
3803,7.81,8.88,9.39,10.00,9.09,8.96,8.09,8.57
3804,7.11,7.63,8.57,9.50,9.13,7.78,7.50,8.29
3805,7.00,7.95,8.83,9.63,9.48,8.04,8.36,8.86
3806,7.97,9.65,8.91,8.54,8.04,7.87,7.95,8.57
3807,7.11,8.38,8.26,9.04,8.04,8.78,7.55,8.0
3808,6.37,5.11,8.83,9.46,9.22,7.57,9.32,9.14
3809,8.53,9.20,10.00,9.88,8.78,8.74,7.68,8.71
3810,9.28,10.00,10.00,9.92,9.74,9.87,7.95,9.71
3811,7.22,8.05,9.09,8.92,9.09,8.43,7.55,8.43
3812,7.03,8.75,9.74,9.88,9.09,8.13,7.68,7.86
3813,7.81,9.43,9.87,10.00,9.48,9.87,8.77,9.29
3814,6.94,9.05,8.17,9.88,8.43,8.43,7.09,8.43
3815,7.36,9.25,9.87,10.00,9.74,9.22,9.05,9.86
3816,7.03,8.55,7.65,7.75,9.09,7.43,6.41,7.57
3817,5.56,8.05,10.00,9.75,9.30,7.57,7.55,7.86
3819,7.28,8.60,9.70,9.42,8.74,6.78,6.45,7.38
3820,8.08,8.30,8.57,8.17,7.70,7.30,7.50,8.0
3821,5.80,6.59,9.39,9.96,9.48,7.96,8.36,8.29
3822,7.58,8.05,8.70,9.21,9.04,8.04,7.55,8.29
3823,9.17,9.70,9.35,9.75,9.39,8.00,8.50,8.14
3825,8.50,9.90,10.00,9.50,10.00,8.65,8.64,9.29
3826,8.53,8.73,9.87,9.88,9.09,8.43,7.82,8.29
3828,9.28,9.85,9.74,10.00,8.52,8.30,7.64,8.43
3829,7.08,8.10,6.78,8.00,7.09,7.26,7.27,8.29
3830,6.11,7.00,9.04,9.54,8.74,7.09,7.23,7.1
3831,6.08,7.40,9.04,8.50,8.70,7.57,7.41,8.14
3832,6.86,7.93,10.00,9.83,8.61,7.09,7.23,8.33
3833,6.19,7.48,9.70,9.63,9.09,7.78,8.36,9.14
3835,7.00,7.53,8.43,9.58,9.48,7.65,7.55,8.29
3836,5.56,6.70,9.35,9.54,7.87,7.57,7.64,8.29
3837,9.28,9.75,9.61,8.54,8.83,9.09,9.18,8.86
3838,5.00,7.43,5.91,7.17,7.17,7.57,6.45,7.67
3839,7.94,9.15,9.83,10.00,9.35,8.87,8.50,9.29
3840,7.06,6.90,8.52,9.54,9.09,8.43,8.50,8.43
3841,7.39,8.08,8.57,8.88,7.30,7.00,6.55,7.57
3842,8.17,9.23,9.22,9.75,9.00,8.83,8.09,9.71
3843,8.97,9.65,10.00,10.00,9.61,9.61,8.77,9.57
3844,7.00,8.20,9.48,10.00,9.09,8.30,8.23,9.0
3845,6.75,7.75,10.00,10.00,9.00,7.78,7.91,8.67
3846,9.83,10.00,9.74,10.00,9.35,8.43,7.95,8.43
3847,6.81,8.90,8.35,8.75,8.57,8.00,7.55,8.0
3848,7.03,8.15,7.96,9.50,8.57,7.91,7.82,8.57
3849,8.44,9.90,9.87,10.00,9.74,9.74,9.18,9.43
3850,6.67,7.88,7.83,9.46,9.26,7.13,7.73,8.67
3851,9.00,8.65,9.87,9.88,9.09,9.04,7.77,9.0
3852,6.56,8.15,7.65,9.46,9.30,8.65,7.95,9.0
3853,6.75,7.83,7.61,9.42,8.26,8.22,7.32,8.43
3854,8.72,9.80,9.74,9.58,8.96,8.22,7.73,9.29
3855,6.44,5.78,7.52,8.00,8.13,6.57,6.86,8.29
3856,7.69,9.23,9.87,9.67,9.13,9.35,8.59,9.14
3859,7.50,8.85,8.30,9.38,9.35,8.70,7.27,8.57
3860,7.39,8.85,9.47,8.33,8.91,8.57,7.27,8.14
